id,main_term,match_ontology,match_term,pubmed_data,pubmed_id,sent_id,journal,impactfactor
3976,KRT86,ionradiation,"Radiation, Ionizing",2013,23926209,23926209_6,"Stem cells translational medicine",5.709
4534,KRTAP1-3,ionradiation,"Gamma Ray",1992,1383709,1383709_2,"Mutation research",3.68
13164,KSR1,ionradiation,"Radiation, Ionizing",2009,19147494,19147494_4,"The Journal of biological chemistry",4.573
13163,KSR1,ionradiation,"Radiation, Ionizing",2010,20876746,20876746_7,"Molecular cancer therapeutics",5.683
10179,KTN1,ionradiation,"Gamma Ray",1998,9771892,9771892_4,"FEBS letters",3.169
10120,LACTB,ionradiation,"Radiation, Ionizing",1991,1991121,1991121_3,Biochemistry,3.015
10119,LACTB,ionradiation,"Radiation, Ionizing",1998,9837692,9837692_7,"Clinical immunology and immunopathology",0
12348,LAG3,ionradiation,"Gamma Ray",1984,6335704,6335704_7,Immunobiology,3.044
12347,LAG3,ionradiation,"Radiation, Ionizing",2000,10856968,10856968_7,"Radiation research",2.911
4489,LALBA,ionradiation,"Gamma Ray",2001,11233563,11233563_1,"Canadian journal of physiology and pharmacology",1.77
3396,LAMA1,ionradiation,"Gamma Ray",2012,22768367,22768367_4,"Standards in genomic sciences",0
2499,LAMTOR5,ionradiation,"Radiation, Ionizing",2000,10823943,10823943_3,"Proceedings of the National Academy of Sciences of the United States of America",9.674
2497,LAMTOR5,ionradiation,"Radiation, Ionizing",2007,17507382,17507382_8,"The Journal of biological chemistry",4.573
2500,LAMTOR5,ionradiation,"Radiation, Ionizing",1989,2720648,2720648_16,"Cancer research",9.329
2498,LAMTOR5,ionradiation,"Radiation, Ionizing",1993,8346236,8346236_5,"Proceedings of the National Academy of Sciences of the United States of America",9.674
8562,LAP3,ionradiation,"Gamma Ray",1984,6143737,6143737_4,"International journal of radiation biology and related studies in physics, chemistry, and medicine",0
15461,LARP6,ionradiation,"Gamma Ray",1987,3569495,3569495_2,Experientia,0
12235,LARS,ionradiation,"Radiation, Ionizing",2010,20736332,20736332_2,Radiology,6.867
12236,LARS,ionradiation,"Radiation, Ionizing",2010,20736332,20736332_3,Radiology,6.867
12237,LARS,ionradiation,"Radiation, Ionizing",2013,23995716,23995716_5,"The Journal of invasive cardiology",0.949
5538,LAT,ionradiation,"Gamma Ray",2009,19574346,19574346_1,"Science (New York, N.Y.)",33.611
5532,LAT,ionradiation,"Gamma Ray",2009,19574346,19574346_4,"Science (New York, N.Y.)",33.611
5530,LAT,ionradiation,"Gamma Ray",2009,19574346,19574346_5,"Science (New York, N.Y.)",33.611
5542,LAT,ionradiation,"Gamma Ray",2009,19965378,19965378_5,"Science (New York, N.Y.)",33.611
5526,LAT,ionradiation,"Gamma Ray",2010,20056857,20056857_1,"Science (New York, N.Y.)",33.611
5535,LAT,ionradiation,"Gamma Ray",2010,20366246,20366246_4,"Physical review letters",7.512
5534,LAT,ionradiation,"Gamma Ray",2010,20366246,20366246_6,"Physical review letters",7.512
5539,LAT,ionradiation,"Gamma Ray",2010,20366411,20366411_2,"Physical review letters",7.512
5531,LAT,ionradiation,"Gamma Ray",2010,20366411,20366411_4,"Physical review letters",7.512
5527,LAT,ionradiation,"Gamma Ray",2011,21367608,21367608_4,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture,",1.231
5536,LAT,ionradiation,"Gamma Ray",2011,21469782,21469782_2,"Physical review letters",7.512
5540,LAT,ionradiation,"Gamma Ray",2012,22246769,22246769_4,"Science (New York, N.Y.)",33.611
5537,LAT,ionradiation,"Gamma Ray",2012,23003236,23003236_5,"Physical review letters",7.512
5533,LAT,ionradiation,"Gamma Ray",2012,23003584,23003584_2,"Physical review letters",7.512
5525,LAT,ionradiation,"Gamma Ray",2012,23006255,23006255_2,"Physical review letters",7.512
5529,LAT,ionradiation,"Gamma Ray",2013,24033019,24033019_2,"Physical review letters",7.512
5541,LAT,ionradiation,"Gamma Ray",2013,24263133,24263133_1,"Science (New York, N.Y.)",33.611
5528,LAT,ionradiation,"Gamma Ray",2013,25166149,25166149_5,"Physical review letters",7.512
5543,LAT,ionradiation,"Gamma Ray",2015,26196970,26196970_5,"Physical review letters",7.512
10077,LBH,ionradiation,"Radiation, Ionizing",2006,17145876,17145876_4,"Cancer research",9.329
10768,LBR,ionradiation,"Alpha Particle",1997,9271796,9271796_2,"Radiation and environmental biophysics",1.528
10777,LBR,ionradiation,"Gamma Ray",2000,11121216,11121216_4,"Radiation research",2.911
10776,LBR,ionradiation,"Gamma Ray",2002,11893251,11893251_3,"Radiation research",2.911
10781,LBR,ionradiation,"Gamma Ray",1992,1345935,1345935_2,"International journal of radiation biology",1.687
10791,LBR,ionradiation,"Gamma Ray",2004,15093280,15093280_3,"Toxicology letters",3.262
10770,LBR,ionradiation,"Gamma Ray",2004,15586886,15586886_4,"International journal of radiation biology",1.687
10785,LBR,ionradiation,"Gamma Ray",2008,18596987,18596987_13,"Acta biochimica Polonica",1.153
10780,LBR,ionradiation,"Gamma Ray",2008,18596987,18596987_3,"Acta biochimica Polonica",1.153
10788,LBR,ionradiation,"Gamma Ray",1991,1895254,1895254_1,"Journal of radiation research",1.797
10775,LBR,ionradiation,"Gamma Ray",1991,1895254,1895254_2,"Journal of radiation research",1.797
10778,LBR,ionradiation,"Gamma Ray",1991,1947011,1947011_12,"Radiation research",2.911
10787,LBR,ionradiation,"Gamma Ray",1991,1947011,1947011_8,"Radiation research",2.911
10779,LBR,ionradiation,"Gamma Ray",1990,2115712,2115712_2,"Acta haematologica",1.116
10782,LBR,ionradiation,"Gamma Ray",2011,21365452,21365452_3,"Journal of assisted reproduction and genetics",1.718
10783,LBR,ionradiation,"Gamma Ray",1989,2468172,2468172_4,"Radiation research",2.911
10774,LBR,ionradiation,"Gamma Ray",1989,2549411,2549411_2,"Mutation research",3.68
10786,LBR,ionradiation,"Gamma Ray",1989,2699157,2699157_10,"The American journal of Chinese medicine",2.755
10790,LBR,ionradiation,"Gamma Ray",1987,3498897,3498897_2,"Mutation research",3.68
10792,LBR,ionradiation,"Gamma Ray",1982,6978200,6978200_4,Carcinogenesis,5.334
10771,LBR,ionradiation,"Gamma Ray",1993,7680758,7680758_4,"Mutation research",3.68
10772,LBR,ionradiation,"Gamma Ray",1994,7814043,7814043_2,"Indian journal of experimental biology",0.835
10784,LBR,ionradiation,"Gamma Ray",1994,7814043,7814043_9,"Indian journal of experimental biology",0.835
10769,LBR,ionradiation,"Gamma Ray",1993,8135172,8135172_7,"The American journal of Chinese medicine",2.755
10773,LBR,ionradiation,"Gamma Ray",1996,8739185,8739185_7,"The American journal of Chinese medicine",2.755
10789,LBR,ionradiation,"Gamma Ray",1996,8760561,8760561_6,"Photochemistry and photobiology",2.266
10763,LBR,ionradiation,"Radiation, Ionizing",2007,17904413,17904413_6,"Mutation research",3.68
10762,LBR,ionradiation,"Radiation, Ionizing",2011,21779429,21779429_4,"Genes &amp; cancer",0
10761,LBR,ionradiation,"Radiation, Ionizing",1990,2233819,2233819_2,"Mutation research",3.68
10767,LBR,ionradiation,"Radiation, Ionizing",2012,22935224,22935224_5,Mutagenesis,2.793
10766,LBR,ionradiation,"Radiation, Ionizing",2015,25627941,25627941_10,"Health physics",1.271
10764,LBR,ionradiation,"Radiation, Ionizing",1987,3430541,3430541_3,"Journal of medical genetics",6.335
10765,LBR,ionradiation,"Radiation, Ionizing",1979,498012,498012_2,Cancer,4.889
9118,LCAT,ionradiation,"Beta Particle",1997,9047326,9047326_1,Biochemistry,3.015
9119,LCAT,ionradiation,"Beta Particle",1997,9047326,9047326_3,Biochemistry,3.015
9120,LCAT,ionradiation,"Gamma Ray",1992,1453282,1453282_2,"Journal of parenteral science and technology : a publication of the Parenteral Drug Association",0
9115,LCAT,ionradiation,"Radiation, Ionizing",2002,12186743,12186743_2,"Journal of biochemistry, molecular biology, and biophysics : JBMBB : the official journal of the Fed",0
9116,LCAT,ionradiation,"Radiation, Ionizing",1986,3749455,3749455_2,"Radiation research",2.911
9117,LCAT,ionradiation,"Radiation, Ionizing",1993,8095277,8095277_1,"International journal of radiation biology",1.687
13242,LCK,ionradiation,"Gamma Ray",2010,21142612,21142612_9,"International journal of radiation biology",1.687
13243,LCK,ionradiation,"Gamma Ray",2011,21836608,21836608_6,Leukemia,10.431
13240,LCK,ionradiation,"Radiation, Ionizing",1999,10490833,10490833_1,Oncogene,8.459
13234,LCK,ionradiation,"Radiation, Ionizing",1999,10490833,10490833_7,Oncogene,8.459
13236,LCK,ionradiation,"Radiation, Ionizing",1999,10490833,10490833_8,Oncogene,8.459
13238,LCK,ionradiation,"Radiation, Ionizing",1999,10490833,10490833_9,Oncogene,8.459
13239,LCK,ionradiation,"Radiation, Ionizing",2003,12527887,12527887_3,Oncogene,8.459
13241,LCK,ionradiation,"Radiation, Ionizing",2003,12527887,12527887_6,Oncogene,8.459
13237,LCK,ionradiation,"Radiation, Ionizing",2003,14565826,14565826_5,"Radiation research",2.911
13235,LCK,ionradiation,"Radiation, Ionizing",2007,17532254,17532254_6,"Mutation research",3.68
11559,LCT,ionradiation,"Gamma Ray",1999,10522385,10522385_2,"Microbiological research",2.561
11565,LCT,ionradiation,"Gamma Ray",1999,10556594,10556594_1,"Mutation research",3.68
11584,LCT,ionradiation,"Gamma Ray",1999,10556594,10556594_7,"Mutation research",3.68
11560,LCT,ionradiation,"Gamma Ray",2000,10882852,10882852_1,"Mutation research",3.68
11552,LCT,ionradiation,"Gamma Ray",2000,10882852,10882852_9,"Mutation research",3.68
11589,LCT,ionradiation,"Gamma Ray",2000,11056290,11056290_1,"Mutation research",3.68
11558,LCT,ionradiation,"Gamma Ray",2000,11056290,11056290_6,"Mutation research",3.68
11570,LCT,ionradiation,"Gamma Ray",2002,11964227,11964227_1,"Biophysical journal",3.972
11582,LCT,ionradiation,"Gamma Ray",2002,11964227,11964227_2,"Biophysical journal",3.972
11581,LCT,ionradiation,"Gamma Ray",2002,12242496,12242496_5,"Molecular genetics and genomics : MGG",0
11566,LCT,ionradiation,"Gamma Ray",2003,12525837,12525837_8,"Gene therapy",3.104
11571,LCT,ionradiation,"Gamma Ray",1992,1370245,1370245_2,"Mutation research",3.68
11553,LCT,ionradiation,"Gamma Ray",1992,1571847,1571847_2,"Calcified tissue international",3.272
11555,LCT,ionradiation,"Gamma Ray",1992,1620127,1620127_7,"Molecular and cellular biology",4.777
11580,LCT,ionradiation,"Gamma Ray",1991,1830341,1830341_3,"Journal of molecular biology",4.333
11569,LCT,ionradiation,"Gamma Ray",2008,18582597,18582597_7,"Mutation research",3.68
11574,LCT,ionradiation,"Gamma Ray",1990,2236496,2236496_3,"Radiation research",2.911
11573,LCT,ionradiation,"Gamma Ray",1986,3081903,3081903_5,"Proceedings of the National Academy of Sciences of the United States of America",9.674
11591,LCT,ionradiation,"Gamma Ray",1985,3920512,3920512_6,"Molecular and cellular biology",4.777
11587,LCT,ionradiation,"Gamma Ray",1980,6987490,6987490_1,"Mutation research",3.68
11568,LCT,ionradiation,"Gamma Ray",1980,6987490,6987490_2,"Mutation research",3.68
11588,LCT,ionradiation,"Gamma Ray",1994,7520972,7520972_1,"Mutation research",3.68
11563,LCT,ionradiation,"Gamma Ray",1994,7520972,7520972_2,"Mutation research",3.68
11561,LCT,ionradiation,"Gamma Ray",1994,7526182,7526182_1,"Mutation research",3.68
11578,LCT,ionradiation,"Gamma Ray",1993,7902401,7902401_6,"International journal of radiation biology",1.687
11551,LCT,ionradiation,"Gamma Ray",1993,8360857,8360857_3,"Journal of radiation research",1.797
11564,LCT,ionradiation,"Gamma Ray",1996,8600354,8600354_1,"Mutation research",3.68
11557,LCT,ionradiation,"Gamma Ray",1996,8600354,8600354_11,"Mutation research",3.68
11579,LCT,ionradiation,"Gamma Ray",1996,8600354,8600354_2,"Mutation research",3.68
11572,LCT,ionradiation,"Gamma Ray",1996,8600354,8600354_4,"Mutation research",3.68
11590,LCT,ionradiation,"Gamma Ray",1996,8601760,8601760_2,"International journal of radiation biology",1.687
11583,LCT,ionradiation,"Gamma Ray",1997,9201272,9201272_2,"Mutation research",3.68
11575,LCT,ionradiation,"Gamma Ray",1998,9610032,9610032_1,"Journal of radiation research",1.797
11586,LCT,ionradiation,"Gamma Ray",1998,9726014,9726014_1,"Mutation research",3.68
11554,LCT,ionradiation,"Gamma Ray",1998,9726014,9726014_12,"Mutation research",3.68
11562,LCT,ionradiation,"Gamma Ray",1998,9726014,9726014_4,"Mutation research",3.68
11567,LCT,ionradiation,"Gamma Ray",1998,9726014,9726014_6,"Mutation research",3.68
11576,LCT,ionradiation,"Gamma Ray",1998,9726014,9726014_7,"Mutation research",3.68
11550,LCT,ionradiation,"Gamma Ray",1998,9806418,9806418_1,"Mutation research",3.68
11556,LCT,ionradiation,"Gamma Ray",1998,9806418,9806418_4,"Mutation research",3.68
11577,LCT,ionradiation,"Gamma Ray",1998,9806418,9806418_8,"Mutation research",3.68
11585,LCT,ionradiation,"Gamma Ray",1998,9862192,9862192_2,Mutagenesis,2.793
11539,LCT,ionradiation,"Radiation, Ionizing",2001,11704833,11704833_1,Oncogene,8.459
11546,LCT,ionradiation,"Radiation, Ionizing",1992,1438682,1438682_3,"Radiation and environmental biophysics",1.528
11535,LCT,ionradiation,"Radiation, Ionizing",2004,15140398,15140398_4,"Neoplasia (New York, N.Y.)",0
11536,LCT,ionradiation,"Radiation, Ionizing",2006,16553853,16553853_5,"FEMS microbiology letters",2.121
11547,LCT,ionradiation,"Radiation, Ionizing",2012,22302052,22302052_4,"Journal of radiation research",1.797
11538,LCT,ionradiation,"Radiation, Ionizing",2012,22314132,22314132_4,"Mutation research",3.68
11545,LCT,ionradiation,"Radiation, Ionizing",1986,3088546,3088546_1,"Nucleic acids research",9.112
11544,LCT,ionradiation,"Radiation, Ionizing",1985,3883397,3883397_1,"Radiation research",2.911
11541,LCT,ionradiation,"Radiation, Ionizing",1985,3883397,3883397_4,"Radiation research",2.911
11542,LCT,ionradiation,"Radiation, Ionizing",1980,6987490,6987490_2,"Mutation research",3.68
11549,LCT,ionradiation,"Radiation, Ionizing",1980,6987490,6987490_5,"Mutation research",3.68
11534,LCT,ionradiation,"Radiation, Ionizing",1994,7514721,7514721_12,"Mutation research",3.68
11543,LCT,ionradiation,"Radiation, Ionizing",1994,7514721,7514721_5,"Mutation research",3.68
11537,LCT,ionradiation,"Radiation, Ionizing",1994,7520972,7520972_2,"Mutation research",3.68
11540,LCT,ionradiation,"Radiation, Ionizing",1997,9100846,9100846_2,"Mutation research",3.68
11548,LCT,ionradiation,"Radiation, Ionizing",1997,9135153,9135153_6,"The EMBO journal",10.434
11533,LCT,ionradiation,"Radiation, Ionizing",1998,9862192,9862192_7,Mutagenesis,2.793
169,LDB3,ionradiation,"Gamma Ray",2004,15080127,15080127_1,"Cardiovascular radiation medicine",0
13691,LDHA,ionradiation,"Gamma Ray",1992,1644279,1644279_2,Genetics,5.963
13690,LDHA,ionradiation,"Radiation, Ionizing",2015,26254422,26254422_10,"American journal of physiology. Lung cellular and molecular physiology",4.08
13688,LDHA,ionradiation,"Radiation, Ionizing",2015,26254422,26254422_11,"American journal of physiology. Lung cellular and molecular physiology",4.08
13689,LDHA,ionradiation,"Radiation, Ionizing",2015,26254422,26254422_9,"American journal of physiology. Lung cellular and molecular physiology",4.08
11250,LDHD,ionradiation,"Gamma Ray",1984,6396263,6396263_1,"International journal of radiation biology and related studies in physics, chemistry, and medicine",0
11249,LDHD,ionradiation,"Radiation, Ionizing",1968,5688925,5688925_1,"Radiation research",2.911
2288,LDLR,ionradiation,"Beta Particle",1996,8921909,8921909_9,Gene,2.138
2289,LDLR,ionradiation,"Gamma Ray",1986,3785227,3785227_1,"Molecular and cellular biology",4.777
4666,LDLRAP1,ionradiation,"Gamma Ray",2009,19362368,19362368_6,"Leukemia research",2.351
4218,LECT1,ionradiation,"Gamma Ray",2011,21871697,21871697_2,"Journal of environmental radioactivity",2.483
458,LEP,ionradiation,"Gamma Ray",2007,17411203,17411203_4,"The Review of scientific instruments",1.614
459,LEP,ionradiation,"Gamma Ray",2007,17474792,17474792_3,"Radiation research",2.911
461,LEP,ionradiation,"Gamma Ray",2010,20366305,20366305_5,"Physical review letters",7.512
457,LEP,ionradiation,"Gamma Ray",2010,20594865,20594865_1,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture,",1.231
460,LEP,ionradiation,"Gamma Ray",2012,22401939,22401939_2,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture,",1.231
456,LEP,ionradiation,"Gamma Ray",2015,25678846,25678846_5,"International journal of biological sciences",4.509
454,LEP,ionradiation,"Radiation, Ionizing",2015,25678846,25678846_1,"International journal of biological sciences",4.509
455,LEP,ionradiation,"Radiation, Ionizing",2015,25678846,25678846_10,"International journal of biological sciences",4.509
13060,LEPR,ionradiation,"Gamma Ray",2007,17474792,17474792_3,"Radiation research",2.911
11739,LGALS1,ionradiation,"Radiation, Ionizing",2007,17611674,17611674_1,"Oncology reports",2.301
5516,LGALS3,ionradiation,"Gamma Ray",2010,20826952,20826952_3,"Journal of biosciences",2.064
5517,LGALS3,ionradiation,"Gamma Ray",2010,20826952,20826952_6,"Journal of biosciences",2.064
2402,LGR5,ionradiation,"Radiation, Ionizing",2013,23627781,23627781_1,"Radiation research",2.911
2401,LGR5,ionradiation,"Radiation, Ionizing",2013,23627781,23627781_7,"Radiation research",2.911
16273,LHCGR,ionradiation,"Gamma Ray",2005,16368645,16368645_1,"International journal of radiation biology",1.687
16274,LHCGR,ionradiation,"Gamma Ray",2005,16368645,16368645_2,"International journal of radiation biology",1.687
1358,LIF,ionradiation,"Alpha Particle",2002,12149546,12149546_3,"Acta crystallographica. Section B, Structural science",2.184
1359,LIF,ionradiation,"Alpha Particle",2006,16644943,16644943_8,"Radiation protection dosimetry",0.913
1361,LIF,ionradiation,"Alpha Particle",2013,24355303,24355303_5,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture,",1.231
1360,LIF,ionradiation,"Alpha Particle",1986,3710788,3710788_1,"Health physics",1.271
1354,LIF,ionradiation,"Beta Particle",1990,2394589,2394589_6,"Health physics",1.271
1353,LIF,ionradiation,"Beta Particle",1985,4011959,4011959_3,Radioisotopes,0
1355,LIF,ionradiation,"Beta Particle",1985,4011959,4011959_4,Radioisotopes,0
1352,LIF,ionradiation,"Beta Particle",1985,4011959,4011959_5,Radioisotopes,0
1356,LIF,ionradiation,"Beta Particle",1972,5072543,5072543_1,"Physics in medicine and biology",2.761
1357,LIF,ionradiation,"Beta Particle",1994,8083045,8083045_1,"Health physics",1.271
1388,LIF,ionradiation,"Gamma Ray",2001,11543369,11543369_2,"Radiation measurements",1.213
1364,LIF,ionradiation,"Gamma Ray",2002,11855416,11855416_5,"Radiation measurements",1.213
1376,LIF,ionradiation,"Gamma Ray",1976,1254478,1254478_1,"Health physics",1.271
1370,LIF,ionradiation,"Gamma Ray",2003,14653324,14653324_1,"Radiation protection dosimetry",0.913
1362,LIF,ionradiation,"Gamma Ray",2004,15353719,15353719_3,"Radiation protection dosimetry",0.913
1365,LIF,ionradiation,"Gamma Ray",2006,16735558,16735558_2,"Radiation protection dosimetry",0.913
1375,LIF,ionradiation,"Gamma Ray",2007,17578870,17578870_4,"Radiation protection dosimetry",0.913
1389,LIF,ionradiation,"Gamma Ray",2009,19128912,19128912_6,"Journal of pharmaceutical and biomedical analysis",2.979
1374,LIF,ionradiation,"Gamma Ray",2005,19787946,19787946_4,"Physical chemistry chemical physics : PCCP",4.493
1377,LIF,ionradiation,"Gamma Ray",2010,20071190,20071190_1,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture,",1.231
1387,LIF,ionradiation,"Gamma Ray",2013,23849226,23849226_2,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture,",1.231
1380,LIF,ionradiation,"Gamma Ray",1986,3710788,3710788_2,"Health physics",1.271
1373,LIF,ionradiation,"Gamma Ray",1985,4019194,4019194_2,"Health physics",1.271
1386,LIF,ionradiation,"Gamma Ray",1977,404666,404666_3,Radiology,6.867
1371,LIF,ionradiation,"Gamma Ray",1977,405844,405844_2,"Acta radiologica: therapy, physics, biology",0
1363,LIF,ionradiation,"Gamma Ray",1967,6040498,6040498_1,"Health physics",1.271
1382,LIF,ionradiation,"Gamma Ray",1980,6775180,6775180_2,"Medical physics",2.635
1366,LIF,ionradiation,"Gamma Ray",1980,7384208,7384208_1,"Physics in medicine and biology",2.761
1379,LIF,ionradiation,"Gamma Ray",1980,7384208,7384208_2,"Physics in medicine and biology",2.761
1378,LIF,ionradiation,"Gamma Ray",1980,7390819,7390819_1,"Health physics",1.271
1383,LIF,ionradiation,"Gamma Ray",1980,7434378,7434378_7,Strahlentherapie,0
1369,LIF,ionradiation,"Gamma Ray",1976,824543,824543_2,"Medical physics",2.635
1372,LIF,ionradiation,"Gamma Ray",1976,827192,827192_2,"Acta radiologica: therapy, physics, biology",0
1381,LIF,ionradiation,"Gamma Ray",1996,8778821,8778821_2,"Physics in medicine and biology",2.761
1384,LIF,ionradiation,"Gamma Ray",1996,8794479,8794479_2,"Physics in medicine and biology",2.761
1385,LIF,ionradiation,"Gamma Ray",1998,9463872,9463872_2,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture,",1.231
1367,LIF,ionradiation,"Gamma Ray",1998,9496884,9496884_2,"Radiation research",2.911
1368,LIF,ionradiation,"Gamma Ray",1976,955916,955916_1,"Health physics",1.271
1351,LIF,ionradiation,"Radiation, Ionizing",2006,16731689,16731689_1,"Radiation protection dosimetry",0.913
1350,LIF,ionradiation,"Radiation, Ionizing",2007,17574856,17574856_5,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture,",1.231
6323,LIG1,ionradiation,"Gamma Ray",2009,19896956,19896956_3,"Mutation research",3.68
6322,LIG1,ionradiation,"Radiation, Ionizing",2005,15966765,15966765_3,"Radiation research",2.911
19011,LIG3,ionradiation,"Gamma Ray",2002,11994275,11994275_6,"The Journal of biological chemistry",4.573
19010,LIG3,ionradiation,"Gamma Ray",2002,11994275,11994275_9,"The Journal of biological chemistry",4.573
19012,LIG3,ionradiation,"Gamma Ray",2004,15038771,15038771_4,"Radiation research",2.911
19008,LIG3,ionradiation,"Radiation, Ionizing",2000,10982876,10982876_8,"Nucleic acids research",9.112
19009,LIG3,ionradiation,"Radiation, Ionizing",2009,19940137,19940137_8,"The Journal of biological chemistry",4.573
14578,LIG4,ionradiation,"Gamma Ray",2009,19896956,19896956_3,"Mutation research",3.68
14579,LIG4,ionradiation,"Gamma Ray",2012,22245682,22245682_10,"Journal of environmental radioactivity",2.483
14580,LIG4,ionradiation,"Gamma Ray",2012,22245682,22245682_9,"Journal of environmental radioactivity",2.483
14575,LIG4,ionradiation,"Radiation, Ionizing",1999,10485901,10485901_2,"Proceedings of the National Academy of Sciences of the United States of America",9.674
14577,LIG4,ionradiation,"Radiation, Ionizing",2000,10823907,10823907_7,"Proceedings of the National Academy of Sciences of the United States of America",9.674
14566,LIG4,ionradiation,"Radiation, Ionizing",2000,11119499,11119499_11,"Infection and immunity",3.731
14570,LIG4,ionradiation,"Radiation, Ionizing",2001,11593023,11593023_1,"Proceedings of the National Academy of Sciences of the United States of America",9.674
14568,LIG4,ionradiation,"Radiation, Ionizing",2003,12753583,12753583_1,"The Plant journal : for cell and molecular biology",5.972
14572,LIG4,ionradiation,"Radiation, Ionizing",2004,15611176,15611176_9,Genetics,5.963
14576,LIG4,ionradiation,"Radiation, Ionizing",2005,15966765,15966765_3,"Radiation research",2.911
14564,LIG4,ionradiation,"Radiation, Ionizing",2009,19171781,19171781_6,"Genes &amp; development",10.798
14571,LIG4,ionradiation,"Radiation, Ionizing",2009,19604590,19604590_2,"Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology",4.363
14573,LIG4,ionradiation,"Radiation, Ionizing",2010,20133615,20133615_5,"Proceedings of the National Academy of Sciences of the United States of America",9.674
14569,LIG4,ionradiation,"Radiation, Ionizing",2012,22373003,22373003_8,"Orphanet journal of rare diseases",3.358
14567,LIG4,ionradiation,"Radiation, Ionizing",2015,25561503,25561503_10,"Molecular &amp; cellular proteomics : MCP",6.564
14565,LIG4,ionradiation,"Radiation, Ionizing",1998,9809069,9809069_4,"Molecular cell",14.018
14574,LIG4,ionradiation,"Radiation, Ionizing",1999,9889105,9889105_4,"Current biology : CB",9.571
3261,LIMS1,ionradiation,"Radiation, Ionizing",2010,20530873,20530873_6,"The Journal of clinical investigation",13.215
6565,LIN9,ionradiation,"Radiation, Ionizing",2011,21841228,21841228_3,"Journal of physics. Condensed matter : an Institute of Physics journal",2.346
8460,LIPC,ionradiation,"Radiation, Ionizing",1996,8809034,8809034_7,"The Biochemical journal",4.396
12251,LIPE,ionradiation,"Gamma Ray",2005,16368645,16368645_1,"International journal of radiation biology",1.687
12253,LIPE,ionradiation,"Gamma Ray",2005,16368645,16368645_2,"International journal of radiation biology",1.687
12252,LIPE,ionradiation,"Gamma Ray",1973,4766248,4766248_1,"Journal of radiation research",1.797
12249,LIPE,ionradiation,"Radiation, Ionizing",1987,3113726,3113726_1,"Cancer research",9.329
12250,LIPE,ionradiation,"Radiation, Ionizing",1987,3113726,3113726_2,"Cancer research",9.329
680,LIPN,ionradiation,"Gamma Ray",2001,11686282,11686282_2,"Physics in medicine and biology",2.761
677,LIPN,ionradiation,"Gamma Ray",2004,15607917,15607917_2,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture,",1.231
678,LIPN,ionradiation,"Gamma Ray",2004,15607917,15607917_5,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture,",1.231
681,LIPN,ionradiation,"Gamma Ray",2006,16837206,16837206_5,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture,",1.231
679,LIPN,ionradiation,"Gamma Ray",2014,25169978,25169978_9,"Journal of trace elements in medicine and biology : organ of the Society for Minerals and Trace Elem",2.371
11801,LMLN,ionradiation,"Gamma Ray",2011,22052973,22052973_3,"Science (New York, N.Y.)",33.611
18844,LMNA,ionradiation,"Radiation, Ionizing",2005,15887016,15887016_2,"Cancer chemotherapy and pharmacology",2.769
18842,LMNA,ionradiation,"Radiation, Ionizing",2008,18604166,18604166_1,"Cell cycle (Georgetown, Tex.)",0
18843,LMNA,ionradiation,"Radiation, Ionizing",2009,19580475,19580475_4,"Radiation research",2.911
4533,LMNB1,ionradiation,"Gamma Ray",2010,20060732,20060732_2,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture,",1.231
436,LONP1,ionradiation,"Radiation, Ionizing",1971,4109865,4109865_4,"Journal of bacteriology",2.808
437,LONP1,ionradiation,"Radiation, Ionizing",1980,6259124,6259124_2,"Journal of bacteriology",2.808
438,LONP1,ionradiation,"Radiation, Ionizing",1981,7016844,7016844_2,"Journal of bacteriology",2.808
13856,LOR,ionradiation,"Gamma Ray",2000,10641489,10641489_4,"Journal of radiation research",1.797
13857,LOR,ionradiation,"Gamma Ray",2008,18853822,18853822_4,"Environmental science &amp; technology",5.33
13855,LOR,ionradiation,"Gamma Ray",2012,23032702,23032702_6,"Physics in medicine and biology",2.761
13844,LOR,ionradiation,"Radiation, Ionizing",1999,10319729,10319729_2,"Radiation research",2.911
13852,LOR,ionradiation,"Radiation, Ionizing",2000,11057740,11057740_2,"International journal of radiation biology",1.687
13848,LOR,ionradiation,"Radiation, Ionizing",2004,15604269,15604269_1,"Cancer research",9.329
13854,LOR,ionradiation,"Radiation, Ionizing",2004,15604269,15604269_3,"Cancer research",9.329
13851,LOR,ionradiation,"Radiation, Ionizing",2005,16319925,16319925_4,"The EMBO journal",10.434
13850,LOR,ionradiation,"Radiation, Ionizing",2008,18283122,18283122_5,"Genes &amp; development",10.798
